component_name,cultivar_name,harvest_yield,humidity_rh,temperature_c,vapor_pressure_deficit,co2_ppm,fan_intensity,light_intensity,light_on_minutes,irrigation_minutes,grow_room
Baby Kale,Siberian,12.39,66.3695448717948,22.8608974358974,0.939166193816755,1088.30833333333,240.0,255.0,50.3,55.9,Grow_1
Red Oakleaf,3SX3806,12.393,64.4108589743589,22.8010081585081,0.989761779860457,1043.93257575757,240.0,249.8,49.8,55.6,Grow_2
Green Romaine,Green Forest,12.443,69.6702724358974,22.6497019230769,0.835131835247358,1203.57965811965,240.0,239.7,46.7,53.9,Grow_4
Butterhead,Fairly,12.452,54.5310384615384,22.7924551282051,1.26228404182748,1199.5891025641,240.0,228.0,50.4,56.1,Grow_5
Baby Kale,Siberian,12.511,69.2183012820512,22.8662884615384,0.858356209587833,1142.55833333333,240.0,255.0,51.0,56.6,Grow_1
Butterhead,Fairly,12.573,61.4960439560439,22.9803534798534,1.08128446864917,1080.27948717948,240.0,228.0,53.2,58.9,Grow_3
Baby Kale,Siberian,12.677,69.7591987179487,22.4165865384615,0.820465922216896,1183.2902097902,240.0,255.0,53.4,59.2,Grow_2
Curly Iceberg,Cristabel,12.781,63.9491858974358,22.5844551282051,0.987649601339512,1060.09393939393,240.0,216.9,50.9,56.7,Grow_1
Butterhead,Fairly,12.908,65.0301666666666,24.0712692307692,1.04898778577065,1123.92424242424,240.0,228.0,48.7,54.6,Grow_1
Curly Iceberg,Cristabel,12.908,65.8931346153846,23.3985064102564,0.982413287890426,1126.66404428904,240.0,216.9,53.1,59.6,Grow_1
Curly Iceberg,Cristabel,12.915,60.1496474358974,22.6259423076923,1.09472104209472,1130.54924242424,240.0,216.9,51.3,57.3,Grow_2
Curly Iceberg,Cristabel,12.987,57.5965961538461,22.8388141025641,1.18008400507738,1050.58455710955,240.0,216.9,49.4,55.5,Grow_1
Green Romaine,Green Forest,13.086,66.676423076923,22.0306025641025,0.883499059672483,1074.02628205128,240.0,238.0,50.7,56.4,Grow_1
Butterhead,Fairly,13.167,65.3952788461538,22.1921784188034,0.926352881142231,1203.7904040404,240.0,228.0,50.5,55.6,Grow_4
Green Romaine,Green Forest,13.175,73.1834358974359,22.5556602564102,0.733450321586101,1145.42348484848,240.0,190.9,49.7,55.6,Grow_2
Curly Iceberg,Cristabel,13.232,64.6418397435897,22.8809615384615,0.986448507334043,1130.54924242424,240.0,216.9,51.5,57.3,Grow_2
Butterhead,Fairly,13.249,61.4800641025641,22.6445128205128,1.05939364435431,1142.13397435897,240.0,228.0,49.3,55.4,Grow_1
Green Romaine,Green Forest,13.366,57.6250256410256,23.2051923076923,1.20883547576296,1124.27505827505,240.0,237.0,48.4,54.2,Grow_2
Butterhead,Fairly,13.391,58.6364423076923,23.0355833333333,1.16520636419336,1120.94627039627,240.0,228.0,50.3,56.3,Grow_5
Green Romaine,Green Forest,13.458,67.4306336996336,22.5328397435897,0.890350323497017,1054.15833333333,240.0,238.0,53.3,58.1,Grow_1
Butterhead,Fairly,13.514,62.3639038461538,23.7355769230769,1.10593315691884,1102.71142191142,240.0,228.0,53.4,59.6,Grow_3
Green Romaine,Green Forest,13.567,69.9205787545787,21.0716721611721,0.751641551614955,1138.44166666666,240.0,234.5,43.0,48.7,Grow_5
Curly Iceberg,Cristabel,13.568,67.3193205128205,22.9155512820512,0.913632316689865,1060.09393939393,240.0,216.9,51.2,56.8,Grow_1
Butterhead,Fairly,13.587,64.4406666666666,22.4380833333333,0.966464867189524,1135.86969696969,240.0,228.0,51.6,57.3,Grow_5
Curly Iceberg,Cristabel,13.597,70.2497115384615,23.6759679487179,0.87024194818057,1027.75192307692,240.0,228.0,54.4,54.1,Grow_3
Butterhead,Fairly,13.604,67.2478205128205,23.2471987179487,0.934648440171392,1059.63525641025,240.0,228.0,52.2,58.2,Grow_1
Green Romaine,Green Forest,13.676,59.6433589743589,21.8552371794871,1.05847066425755,1046.0909090909,240.0,238.0,51.0,56.9,Grow_2
Butterhead,Fairly,13.681,53.1285977895667,23.6342630857648,1.36928556685032,1190.56666666666,240.0,228.0,48.8,55.4,Grow_5
Curly Iceberg,Cristabel,13.695,64.0429551282051,22.5918269230769,0.985878829345582,1060.09393939393,240.0,216.9,51.1,56.7,Grow_1
Green Romaine,Green Forest,13.783,55.4711089743589,22.9667371794871,1.2503203003091,1111.47523310023,240.0,190.9,52.9,58.9,Grow_2
Red Oakleaf,3SX3806,13.792,63.9949839743589,21.9072019230769,0.947790658820892,1027.87896270396,240.0,255.0,50.6,56.3,Grow_3
Curly Iceberg,Cristabel,13.809,56.1277747252747,23.3398173076923,1.25839993424185,1123.80279720279,240.0,216.9,50.8,56.7,Grow_2
Baby Kale,Siberian,13.815,71.3687871794871,23.3124717948717,0.81986635240001,1026.96136363636,240.0,255.0,48.9,55.1,Grow_3
Curly Iceberg,Cristabel,13.822,69.8479679487179,23.246141025641,0.860344309024174,1088.36993006993,240.0,216.9,50.7,56.7,Grow_4
Green Romaine,Green Forest,13.831,64.4903058608058,22.4572362637362,0.966385114023378,1093.83333333333,240.0,190.9,53.0,58.8,Grow_4
Green Romaine,Green Forest,13.865,68.2609166666666,22.1820705128205,0.848577345201367,1090.15833333333,240.0,238.0,56.4,56.5,Grow_1
Curly Iceberg,Cristabel,13.877,60.4696108058608,22.9469862637362,1.1083330156333,1036.61765734265,240.0,216.9,48.9,55.3,Grow_2
Curly Iceberg,Cristabel,13.951,56.2969423076923,23.8162948717948,1.29103825131217,1091.47167832167,240.0,216.9,53.1,58.8,Grow_4
Red Oakleaf,3SX3806,13.952,52.7695909645909,21.5850141025641,1.26093585302692,1203.08939393939,240.0,255.0,52.8,59.4,Grow_5
Curly Iceberg,Cristabel,13.978,67.2760082417582,23.082,0.9241141537643,1060.09393939393,240.0,216.9,51.2,56.8,Grow_1
Butterhead,Fairly,14.018,57.6575769230769,22.5654871794871,1.1589565650331,1083.9534090909,240.0,228.0,53.0,55.1,Grow_3
Curly Iceberg,Cristabel,14.111,65.0924569597069,23.6538946886446,1.02084375371441,1114.28636363636,240.0,216.9,52.9,59.3,Grow_5
Curly Iceberg,Cristabel,14.115,68.9944999999999,22.6261089743589,0.851541583200956,1013.67138694638,240.0,228.0,50.3,56.0,Grow_3
Green Romaine,Green Forest,14.154,68.7569166666666,22.5792756410256,0.85666747959096,1116.1606060606,240.0,238.0,53.8,59.5,Grow_2
Red Oakleaf,3SX3806,14.16,65.6396474358974,23.0120961538461,0.967387577876163,1142.99924242424,240.0,255.0,50.6,56.2,Grow_2
Red Oakleaf,3SX3806,14.17,64.940173076923,22.9148012820512,0.980941939718444,1054.09825174825,240.0,255.0,50.6,56.4,Grow_2
Butterhead,Fairly,14.189,68.1519826007326,22.5784194139194,0.872599308015711,1186.41666666666,240.0,228.0,53.5,56.5,Grow_5
Red Oakleaf,3SX3806,14.237,64.9439175824175,22.7256144688644,0.970444063419277,1049.71579254079,240.0,255.0,53.8,59.5,Grow_2
Red Oakleaf,3SX3806,14.264,65.0240192307692,22.9805897435897,0.983547634089256,1090.16078088578,240.0,255.0,53.8,59.6,Grow_4
Butterhead,Fairly,14.269,64.741141025641,23.031141025641,0.994516012630357,1094.39487179487,240.0,228.0,53.8,59.5,Grow_3
Curly Iceberg,Cristabel,14.314,58.7670769230769,22.980548076923,1.15804723103418,1036.61765734265,240.0,216.9,49.1,55.3,Grow_2
Curly Iceberg,Cristabel,14.314,67.0206955128205,22.3905961538461,0.893373081629132,1071.425,240.0,228.0,53.4,58.6,Grow_3
Curly Iceberg,Cristabel,14.338,58.1155974358974,22.9537076923076,1.17458955748332,1020.74318181818,240.0,216.9,49.3,55.5,Grow_3
Butterhead,Fairly,14.35,60.6591548035297,22.8680736763236,1.09645714231548,1123.05199134199,240.0,228.0,51.8,57.4,Grow_1
Green Romaine,Green Forest,14.366,61.9189166666666,21.7671217948717,0.993583045670852,1092.00448717948,240.0,238.0,50.2,56.4,Grow_3
Butterhead,Fairly,14.367,58.0007884615384,22.6507756410256,1.15761445665648,1051.35833333333,240.0,228.0,49.5,54.9,Grow_2
Butterhead,Fairly,14.437,56.9420045787545,22.7745989010989,1.19596856327124,1051.35833333333,240.0,228.0,50.5,54.9,Grow_2
Curly Iceberg,Cristabel,14.448,71.4016025641025,22.2782243589743,0.768976265704093,1029.15909090909,240.0,228.0,54.9,58.9,Grow_3
Curly Iceberg,Cristabel,14.491,66.3511877233877,23.9253705128205,0.999809583938484,1121.77699134199,240.0,228.0,53.2,56.8,Grow_1
Red Oakleaf,3SX3806,14.51,69.2477243589743,23.1122756410256,0.871060873699205,1050.66666666666,240.0,255.0,53.4,59.5,Grow_1
Butterhead,Fairly,14.59,65.9256987179487,23.2881346153846,0.975342619138061,1128.42954545454,240.0,228.0,46.7,51.2,Grow_1
Butterhead,Fairly,14.643,73.2726730769231,22.6320512820512,0.73444435481655,1111.22307692307,240.0,228.0,51.4,56.7,Grow_5
Red Oakleaf,3SX3806,14.706,62.9296648351648,22.9708901098901,1.04103195345749,1054.09825174825,240.0,255.0,50.3,56.4,Grow_2
Red Mizuna,Red Baron Plus,14.728,71.1332179487179,22.7257115384615,0.7984029307104,1121.12733100233,240.0,255.0,52.0,57.5,Grow_2
Curly Iceberg,Cristabel,14.73,62.0563397435897,23.0499519230769,1.07036574919228,1091.47167832167,240.0,216.9,53.0,58.9,Grow_4
Curly Iceberg,Cristabel,14.747,64.121923076923,21.9105833333333,0.943965908110705,1089.749009324,240.0,216.9,49.6,55.9,Grow_3
Red Oakleaf,3SX3806,14.757,60.7821102564102,22.9768846153846,1.10322329816173,1090.16078088578,240.0,255.0,53.0,59.2,Grow_4
Butterhead,Fairly,14.777,56.4487289377289,23.4266877289377,1.2558794604692,1040.79015151515,240.0,228.0,54.0,59.6,Grow_2
Butterhead,Fairly,14.778,68.4136564102564,22.3648679487179,0.854073420485895,1032.00384615384,240.0,228.0,53.9,59.5,Grow_3
Butterhead,Fairly,14.792,63.5533809523809,22.8578095238095,1.01713673570129,1037.12424242424,240.0,228.0,50.6,56.3,Grow_3
Curly Iceberg,Cristabel,14.801,57.4384358974358,22.725,1.17666353725111,1124.03344988344,240.0,228.0,53.4,59.3,Grow_2
Curly Iceberg,Cristabel,14.814,59.770576007326,22.6415329670329,1.10641190453856,1050.58455710955,240.0,216.9,49.8,55.5,Grow_1
Curly Iceberg,Cristabel,14.83,70.7749807692307,22.1938333333333,0.782021722822215,1029.84924242424,240.0,228.0,53.1,58.9,Grow_3
Curly Iceberg,Cristabel,14.856,65.9840769230769,23.1607115384615,0.966584623415379,1132.0659090909,240.0,216.9,53.3,58.9,Grow_1
Butterhead,Fairly,14.943,63.4858717948718,23.3099551282051,1.04554419648883,1109.05023310023,240.0,228.0,48.9,55.2,Grow_2
Curly Iceberg,Cristabel,14.99,59.2161666666666,22.6332435897435,1.12163992241761,1084.95559440559,240.0,216.9,53.1,59.4,Grow_4
Basil,Keira,15.0,67.5221089743589,22.9241794871794,0.909565844128513,1191.3409090909,240.0,255.0,53.2,58.8,Grow_2
Butterhead,Fairly,15.05,52.9921666666666,23.554423076923,1.36632308614135,1177.6032051282,240.0,228.0,53.6,59.0,Grow_2
Red Oakleaf,3SX3806,15.095,70.4831282051282,23.0668397435897,0.834674739003969,1170.08741258741,240.0,255.0,53.5,59.1,Grow_5
Red Mizuna,Red Baron Plus,15.106,68.6871858974359,23.2326474358974,0.893904476689559,1047.20878787878,240.0,255.0,52.8,58.8,Grow_1
Butterhead,Fairly,15.111,61.0075119047619,22.8199523809523,1.08390325389018,1071.9,240.0,228.0,50.7,54.3,Grow_3
Red Oakleaf,3SX3806,15.116,64.8578076923076,23.1400833333333,0.996968447343045,1142.99924242424,240.0,255.0,50.6,56.2,Grow_2
Green Romaine,Green Forest,15.134,69.1022509157509,22.441488095238,0.839919882626974,1010.64195804195,240.0,238.0,54.9,55.6,Grow_3
Green Romaine,Green Forest,15.148,61.6369472096531,22.2064460784313,1.03402531516652,1090.26713286713,240.0,238.0,49.0,55.5,Grow_1
Curly Iceberg,Cristabel,15.197,64.8854166666666,22.7958333333333,0.975462083621726,1017.21602564102,240.0,216.9,50.2,55.8,Grow_3
Red Oakleaf,3SX3806,15.231,62.7742012820512,23.1290397435897,1.05447151878089,1119.05262237762,240.0,255.0,48.9,55.3,Grow_1
Butterhead,Fairly,15.269,64.2128269230769,23.0721858974358,1.01054927953964,1150.92121212121,240.0,228.0,50.1,56.2,Grow_1
Butterhead,Fairly,15.373,68.7578102564102,22.5882961538461,0.857874862568897,1133.36083916083,240.0,230.7,44.6,50.8,Grow_1
Butterhead,Fairly,15.412,59.3067152014652,24.1669935897435,1.22837573111243,1091.47167832167,240.0,228.0,52.7,58.8,Grow_4
Curly Iceberg,Cristabel,15.595,63.0210576923077,23.0369166666666,1.04224105154149,1091.47167832167,240.0,216.9,53.2,58.9,Grow_4
Green Romaine,Green Forest,15.597,71.7334999999999,21.4301217948717,0.722661329364618,1133.29166666666,240.0,238.0,48.8,54.6,Grow_2
Butterhead,Fairly,15.637,55.6578076923076,22.1667948717948,1.18516193399593,1044.59207459207,240.0,228.0,53.1,59.1,Grow_3
Green Romaine,Green Forest,15.669,63.1676217948717,23.3050256410256,1.05552671864685,1126.60303030303,240.0,238.0,50.2,56.3,Grow_1
Butterhead,Fairly,15.695,65.3693012820512,22.1937371794871,0.926919041260797,1128.49073426573,240.0,228.0,52.0,57.8,Grow_2
Butterhead,Fairly,15.736,66.8723525641025,23.4600576923076,0.95820707952332,1132.98782051282,240.0,228.0,52.9,58.2,Grow_5
Butterhead,Fairly,15.737,64.8475256410256,22.9392499999999,0.985482917190499,1033.3243006993,240.0,228.0,53.9,59.8,Grow_3
Curly Iceberg,Cristabel,15.761,58.9158862179487,22.7935544871794,1.14093333734853,1020.74318181818,240.0,216.9,49.3,55.5,Grow_3
Butterhead,Fairly,15.791,54.6039666666666,21.8655166666666,1.19090004564085,1103.26794871794,240.0,228.0,53.1,59.3,Grow_5
Green Romaine,Green Forest,15.814,60.3017564102564,21.9661282051282,1.04861037497847,1046.0909090909,240.0,238.0,51.3,56.9,Grow_2
Curly Iceberg,Cristabel,15.845,60.2576474358974,23.8352756410256,1.17620861534156,1139.27243589743,240.0,216.9,50.4,56.3,Grow_1
Red Oakleaf,3SX3806,15.885,62.3694358974359,23.0665384615384,1.06576623250272,1041.6,240.0,255.0,50.0,55.9,Grow_2
Red Oakleaf,3SX3806,15.916,63.8508846153846,22.6944743589743,1.00009787648418,1205.78833333333,240.0,255.0,53.9,59.5,Grow_4
Green Romaine,Green Forest,15.93,60.5937197802197,23.2176163003663,1.12300060272287,1059.1842074592,240.0,238.0,52.1,58.2,Grow_2
Butterhead,Fairly,15.939,65.4807307692307,22.7953717948717,0.958972887908909,1044.6173076923,240.0,228.0,51.3,56.7,Grow_1
Butterhead,Fairly,16.016,66.3201089743589,23.705641025641,0.989582191777434,1036.15512820512,240.0,230.7,49.2,54.3,Grow_2
Butterhead,Fairly,16.039,65.475989010989,22.6805705128205,0.951615348510005,1202.10555555555,240.0,228.0,52.2,58.2,Grow_4
Curly Iceberg,Cristabel,16.139,67.4359660633484,22.2316553544494,0.874046357144357,1153.51893939393,240.0,216.9,48.9,56.9,Grow_1
Green Romaine,Green Forest,16.146,62.6675192307692,22.0900897435897,0.994108197562765,1129.82319347319,240.0,238.0,47.5,53.2,Grow_1
Butterhead,Fairly,16.149,64.8761282051282,23.3445897435897,1.007722993794,1036.38828671328,240.0,228.0,53.7,59.4,Grow_2
Butterhead,Fairly,16.151,59.527673076923,23.7741858974358,1.19324857902789,1127.90023310023,240.0,228.0,53.7,59.6,Grow_1
Green Romaine,Green Forest,16.159,65.2229294871794,23.1013717948717,0.984704861041017,1135.6909090909,240.0,238.0,53.4,59.2,Grow_1
Curly Iceberg,Cristabel,16.216,59.5432783882783,22.2272536630036,1.09178105544382,1074.80833333333,240.0,219.6,48.5,54.3,Grow_1
Butterhead,Fairly,16.225,54.8342833333333,22.2745705128205,1.21486241208679,1099.11794871794,240.0,228.0,52.7,59.3,Grow_5
Curly Iceberg,Cristabel,16.316,57.5314999999999,22.6407948717948,1.16745474051035,1184.30909090909,240.0,216.9,53.3,58.8,Grow_4
Butterhead,Fairly,16.339,66.6397857142857,23.3188571428571,0.955496243024896,1129.06742424242,240.0,228.0,46.5,51.2,Grow_1
Green Romaine,Green Forest,16.34,63.9399935897435,21.9580961538461,0.951439806273525,1034.73712121212,240.0,238.0,50.3,56.0,Grow_3
Green Romaine,Green Forest,16.347,59.9814807692307,24.3175705128205,1.21799746532952,1144.16153846153,240.0,234.5,46.8,52.9,Grow_1
Red Oakleaf,3SX3806,16.37,65.1502161172161,23.3909542124542,1.003412687967,1072.00192307692,240.0,255.0,53.3,59.2,Grow_1
Butterhead,Fairly,16.402,61.5724166666666,22.848869047619,1.07128860157501,1097.47727272727,240.0,228.0,49.6,55.4,Grow_1
Basil,Keira,16.469,65.9561923076923,23.0941538461538,0.963407013983498,1191.3409090909,240.0,255.0,53.0,58.8,Grow_2
Butterhead,Fairly,16.477,63.3374807692307,22.2090192307692,0.983324833834348,1127.26212121212,240.0,228.0,52.9,59.3,Grow_2
Curly Iceberg,Cristabel,16.506,54.0866204212454,22.0408896520146,1.21729927957444,1071.03881118881,240.0,216.9,50.5,56.6,Grow_3
Butterhead,Fairly,16.534,64.0545448717948,22.955217948717900,1.00876020184824,1037.12424242424,240.0,228.0,49.9,56.3,Grow_3
Curly Iceberg,Cristabel,16.542,65.4074679487179,23.3836794871794,0.995837811237407,1132.0659090909,240.0,216.9,52.9,58.8,Grow_1
Curly Iceberg,Cristabel,16.549,61.1981153846153,22.524032051282,1.06014302981228,1025.21217948717,240.0,216.9,50.0,56.0,Grow_3
Green Romaine,Green Forest,16.562,66.0251025641025,21.7033435897435,0.884999753684493,1137.94918414918,240.0,238.0,51.0,56.9,Grow_2
Curly Iceberg,Cristabel,16.63,67.2486346153846,23.1166346153846,0.929425724235617,1071.03881118881,240.0,216.9,50.5,56.7,Grow_3
Butterhead,Fairly,16.714,66.4609322344322,23.2774853479853,0.958747933749382,1132.0659090909,240.0,228.0,52.8,58.8,Grow_1
Butterhead,Fairly,16.742,62.0125357142857,22.4278928571428,1.03179429012843,1071.76666666666,240.0,228.0,50.1,55.0,Grow_1
Red Oakleaf,3SX3806,16.799,60.7687788461538,22.4684967948717,1.06836907719035,1044.87132867132,240.0,255.0,51.3,57.8,Grow_2
Butterhead,Fairly,16.801,67.6569615384615,22.9667179487179,0.907083053975261,1150.04871794871,240.0,228.0,51.6,57.9,Grow_2
Green Romaine,Green Forest,16.823,68.5715677655677,23.1795622710622,0.894831572668315,1054.29551282051,240.0,238.0,50.8,56.9,Grow_2
Butterhead,Fairly,16.846,63.2858974358974,22.0931153846153,0.976806965280423,1134.46378787878,240.0,228.0,50.7,56.3,Grow_2
Butterhead,Fairly,16.868,60.5821913919413,22.7353818681318,1.09070919371237,1080.27948717948,240.0,228.0,52.5,58.9,Grow_3
Green Romaine,Green Forest,16.875,57.7848928571428,22.0104404761904,1.11779850572424,1030.78508158508,240.0,203.0,56.4,56.0,Grow_2
Butterhead,Fairly,16.905,58.5190025641025,23.1856692307692,1.1800957758241,1122.42249417249,240.0,228.0,53.4,59.3,Grow_5
Butterhead,Fairly,16.958,61.3672628205128,22.8397115384615,1.07562009917479,1137.70547785547,240.0,228.0,50.8,56.7,Grow_1
Green Romaine,Green Forest,16.969,64.5716025641025,23.6033012820512,1.03364581989985,1126.60303030303,240.0,238.0,50.6,56.3,Grow_1
Red Oakleaf,3SX3806,16.97,59.1608064102564,22.2397423076923,1.09625104528176,1044.87132867132,240.0,255.0,51.7,57.8,Grow_2
Butterhead,Fairly,17.01,59.882532051282,23.211532051282,1.1416907138196,1127.26212121212,240.0,228.0,53.7,59.3,Grow_2
Curly Iceberg,Cristabel,17.015,67.8042069597069,23.2527014652014,0.919305924269245,1108.50769230769,240.0,216.9,50.4,56.7,Grow_5
Curly Iceberg,Cristabel,17.04,66.9811666666666,23.2203333333333,0.941211184526473,1164.70833333333,240.0,216.9,53.3,59.5,Grow_2
Curly Iceberg,Cristabel,17.046,66.863532051282,23.2080769230769,0.944611063031846,1060.09393939393,240.0,216.9,51.0,56.6,Grow_1
Curly Iceberg,Cristabel,17.057,66.5281346153846,22.6493012820512,0.92095417024516,1017.21602564102,240.0,216.9,49.7,55.8,Grow_3
Curly Iceberg,Cristabel,17.113,65.0598461538461,22.2878782051282,0.941749785751848,1077.44999999999,240.0,216.9,49.3,55.3,Grow_1
Butterhead,Fairly,17.126,65.9736217948718,22.7905897435897,0.945041784470359,1060.09393939393,240.0,228.0,49.6,55.4,Grow_1
Butterhead,Fairly,17.145,65.5649102564102,22.852782051282,0.960379096650477,1094.39487179487,240.0,228.0,53.6,59.5,Grow_3
Butterhead,Fairly,17.147,64.4255692307692,21.9447038461538,0.93793751927719,1131.46136363636,240.0,228.0,51.6,57.3,Grow_5
Green Romaine,Green Forest,17.249,61.669,22.024344551282,1.0211098504798,1090.26713286713,240.0,238.0,49.3,55.5,Grow_1
Curly Iceberg,Cristabel,17.257,66.5350045787545,22.7405265567765,0.926228565394703,1071.03881118881,240.0,216.9,50.3,56.8,Grow_3
Butterhead,Fairly,17.283,61.430369047619,22.489238095238,1.05161674577326,1071.9,240.0,228.0,50.2,54.3,Grow_3
Curly Iceberg,Cristabel,17.361,66.1655961538461,23.0677051282051,0.954924820065249,1126.66404428904,240.0,216.9,53.6,59.6,Grow_1
Butterhead,Fairly,17.411,64.5477179487179,22.7336346153846,0.980463337707588,1044.92296037296,240.0,228.0,49.8,55.5,Grow_1
Butterhead,Fairly,17.418,61.7245384615384,22.4586346153846,1.04122059352711,1040.25769230769,240.0,228.0,43.6,49.7,Grow_1
Curly Iceberg,Cristabel,17.42,59.2424999999999,23.6700705128205,1.19367482776694,1139.27243589743,240.0,216.9,49.8,56.3,Grow_1
Red Oakleaf,3SX3806,17.454,64.3935329670329,22.9241346153846,0.996134740798595,1041.91666666666,240.0,255.0,55.9,55.7,Grow_2
Curly Iceberg,Cristabel,17.464,52.7695909645909,22.862673076923,1.35118339082481,1087.625,240.0,216.9,50.7,56.6,Grow_3
Butterhead,Fairly,17.496,65.5604102564102,23.0612051282051,0.972670073893764,1040.72435897435,240.0,225.5,43.1,48.8,Grow_1
Red Oakleaf,3SX3806,17.503,63.4340961538461,22.0615705128205,0.971036452134653,1027.87896270396,240.0,255.0,50.7,56.3,Grow_3
Green Romaine,Green Forest,17.564,68.6689945054945,22.7413076923076,0.867704020522985,1116.1606060606,240.0,238.0,53.9,59.5,Grow_2
Butterhead,Fairly,17.578,60.7113974358974,22.8033397435897,1.09106537755519,1047.87878787878,240.0,228.0,50.8,56.5,Grow_1
Butterhead,Fairly,17.585,67.0999743589743,22.1932307692307,0.880326248521197,1077.52395104895,240.0,228.0,52.4,57.9,Grow_3
Butterhead,Fairly,17.6,64.1978624847374,23.3147023809523,1.02461294522485,1123.05199134199,240.0,228.0,53.2,57.9,Grow_1
Green Romaine,Green Forest,17.606,54.0952857142857,23.149988095238,1.31292845505105,1084.47243589743,240.0,238.0,58.9,58.6,Grow_1
Butterhead,Fairly,17.64,64.2846858974359,22.075782051282,0.949736266739189,1134.46378787878,240.0,228.0,50.3,56.3,Grow_2
Green Romaine,Green Forest,17.651,56.6376452380952,20.8184188034188,1.03738142069369,1218.43333333333,240.0,238.0,52.0,58.1,Grow_5
Butterhead,Fairly,17.694,61.335391025641,22.3395608974359,1.04430301891831,1128.24621212121,240.0,228.0,50.9,56.3,Grow_5
Butterhead,Fairly,17.711,68.8636217948717,23.1772435897435,0.8849675954099,1150.04871794871,240.0,228.0,51.8,57.8,Grow_2
Butterhead,Fairly,17.718,66.2601045454545,23.067105050505,0.952356881724962,1197.2068009768,240.0,228.0,47.0,53.8,Grow_4
Curly Iceberg,Cristabel,17.731,53.8944503205128,22.4358766025641,1.25363316779057,1171.76455211455,240.0,216.9,48.2,51.9,Grow_5
Green Romaine,Green Forest,17.767,58.4432307692307,22.6605467032967,1.14483226149545,1049.91666666666,240.0,238.0,49.9,55.7,Grow_2
Green Romaine,Green Forest,17.776,67.884162087912,21.1829532967032,0.809021374469256,1141.68484848484,240.0,238.0,52.9,59.1,Grow_2
Butterhead,Fairly,17.777,68.3026935897436,23.1844615384615,0.901382387035638,1074.02575757575,240.0,228.0,49.5,55.5,Grow_3
Curly Iceberg,Cristabel,17.782,65.597391025641,23.1209102564102,0.974774520989368,1023.92296037296,240.0,216.9,58.7,59.3,Grow_3
Butterhead,Fairly,17.802,60.6589423076923,22.0859102564102,1.05084828695568,1059.44778554778,240.0,228.0,50.9,56.9,Grow_1
Curly Iceberg,Cristabel,17.812,57.0959899267399,22.15026007326,1.14574998711169,1079.51357808857,240.0,214.4,45.9,52.3,Grow_3
Butterhead,Fairly,17.814,60.7953315018315,22.936586080586,1.09758752457065,1126.48945221445,240.0,228.0,52.9,58.9,Grow_1
Red Oakleaf,3SX3806,17.846,66.5914294871794,23.4725705128205,0.967331415161112,1138.51602564102,240.0,255.0,52.6,58.3,Grow_1
Green Romaine,Green Forest,17.852,61.509423076923,21.9561923076923,1.01618277106965,1092.00448717948,240.0,238.0,50.3,56.4,Grow_3
Butterhead,Fairly,17.899,61.6198672161172,22.4307747252747,1.04215926742013,1065.39615384615,240.0,228.0,51.0,56.7,Grow_3
Butterhead,Fairly,17.91,57.7678935897435,22.5459743589743,1.15470009377582,1046.45506993007,240.0,228.0,53.8,59.4,Grow_1
Green Romaine,Green Forest,17.931,62.0425961538461,21.9899371794871,1.00398573466045,1110.19807692307,240.0,239.7,44.9,48.2,Grow_5
Butterhead,Fairly,17.972,61.1921199633699,23.0335558608058,1.09293032657751,1051.24935897435,240.0,228.0,52.9,59.1,Grow_2
Butterhead,Fairly,17.982,64.8330769230769,22.5395064102564,0.96121872824867,1187.99393939393,240.0,228.0,50.3,52.9,Grow_5
Curly Iceberg,Cristabel,17.987,65.3844999999999,22.6046025641025,0.949746104037544,1017.21602564102,240.0,216.9,53.2,59.1,Grow_3
Butterhead,Fairly,17.997,59.8713692307692,21.9354628205128,1.05795346189898,1180.70075757575,240.0,228.0,47.4,49.3,Grow_5
Green Romaine,Green Forest,18.006,61.0630402930402,22.9408534798534,1.09169791761637,1138.44166666666,240.0,234.5,42.3,48.7,Grow_5
Butterhead,Fairly,18.022,71.4115705128205,22.8725205128205,0.798426887493277,1111.1979020979,240.0,228.0,49.9,54.0,Grow_5
Butterhead,Fairly,18.037,60.813238095238,22.3031428571428,1.05559301787861,1125.48333333333,240.0,228.0,47.6,59.1,Grow_1
Green Romaine,Green Forest,18.041,65.5420384615384,22.4166153846153,0.936562778450003,1008.96923076923,240.0,238.0,59.3,59.8,Grow_3
Butterhead,Fairly,18.045,54.3463012820512,22.5522115384615,1.24847004057361,1028.45151515151,240.0,228.0,50.4,56.4,Grow_2
Butterhead,Fairly,18.056,58.1615897435897,21.3283589743589,1.06202616841859,1131.46136363636,240.0,228.0,49.6,52.5,Grow_5
Curly Iceberg,Cristabel,18.06,59.4780064102564,22.647,1.11456557892339,1143.83863636363,240.0,216.9,50.8,56.7,Grow_1
Butterhead,Fairly,18.066,72.3545064102564,22.8815952380952,0.772386651619655,1102.07482517482,240.0,228.0,50.5,54.8,Grow_5
Curly Iceberg,Cristabel,18.095,61.5756217948717,22.6031858974358,1.05413273835634,1017.21602564102,240.0,216.9,49.5,55.1,Grow_3
Red Oakleaf,3SX3806,18.095,64.1148653846153,23.1568269230769,1.01994596781763,1090.16078088578,240.0,255.0,53.6,59.6,Grow_4
Green Romaine,Green Forest,18.11,66.1490064102564,23.3439935897435,0.972959258561772,1135.6909090909,240.0,238.0,53.6,59.2,Grow_1
